City,Latitude,Longitude,Country Code,Max Temp,Humidity,Cloudiness,Wind Speed (mph),Date,Time
Birjand,32.86,59.22,IR,66.2,25,88,6.93,04/01/2018,09:00:00
Nyagan,62.14,65.43,RU,27.31,75,0,5.95,04/01/2018,09:42:48
Beringovskiy,63.05,179.32,RU,29.29,95,12,7.63,04/01/2018,09:42:49
Kargil,34.56,76.13,PK,12.91,89,32,1.48,04/01/2018,09:42:50
Manuk Mangkaw,4.8,119.85,PH,85.09,98,8,6.17,04/01/2018,09:42:51
Coos Bay,43.37,-124.22,US,48.2,93,90,8.05,04/01/2018,09:23:00
Zverinogolovskoye,54.46,64.85,RU,33.34,96,24,8.19,04/01/2018,09:42:52
Labuhan,-2.54,115.51,ID,80.41,90,48,2.71,04/01/2018,09:42:44
Tooele,40.53,-112.3,US,60.8,57,1,5.82,04/01/2018,09:15:00
Tigil,57.8,158.67,RU,32.53,91,92,3.15,04/01/2018,09:42:53
Puerto Suarez,-18.96,-57.8,BO,71.41,100,92,1.7,04/01/2018,09:42:54
Shimoda,34.7,138.93,JP,66.2,72,40,4.7,04/01/2018,09:00:00
Mandalgovi,45.76,106.27,MN,29.83,87,92,10.65,04/01/2018,09:42:55
Kathu,-27.7,23.05,ZA,63.67,89,92,7.63,04/01/2018,09:42:47
Scarborough,54.28,-0.41,GB,39.2,93,92,6.93,04/01/2018,08:50:00
Bonavista,48.65,-53.11,CA,35.68,87,88,22.95,04/01/2018,09:42:48
Ngunguru,-35.62,174.5,NZ,68.44,100,0,5.95,04/01/2018,09:42:56
Flin Flon,54.77,-101.88,CA,-7.43,60,0,4.16,04/01/2018,09:42:49
Rajgarh,24.01,76.73,IN,98.41,20,0,4.5,04/01/2018,09:42:49
Mayo,63.59,-135.9,CA,26.6,35,75,2.24,04/01/2018,09:00:00
Esso,55.93,158.7,RU,20.65,79,48,2.71,04/01/2018,09:42:50
Dawei,14.07,98.19,MM,79.06,94,12,2.71,04/01/2018,09:42:59
Constitucion,23.99,-104.67,MX,56.83,36,0,8.19,04/01/2018,09:42:51
La Ronge,55.1,-105.3,CA,1.4,54,5,3.36,04/01/2018,09:00:00
Bousse,49.28,6.2,FR,37.4,93,0,12.75,04/01/2018,09:30:00
Borgarnes,64.54,-21.92,IS,37.4,55,90,9.17,04/01/2018,09:00:00
Carnarvon,-30.97,22.13,ZA,58.09,86,20,2.71,04/01/2018,09:42:52
Pospelikha,51.99,81.83,RU,24.61,100,0,10.76,04/01/2018,09:43:01
Dzaoudzi,-12.79,45.27,YT,78.8,83,20,4.7,04/01/2018,08:30:00
Ugoofaaru,5.67,73,MV,83.29,100,56,1.14,04/01/2018,09:42:54
Los Llanos De Aridane,28.66,-17.92,ES,62.6,72,76,5.82,04/01/2018,09:30:00
Laoag,18.2,120.59,PH,86,55,20,9.17,04/01/2018,09:00:00
Sosnovo-Ozerskoye,52.53,111.54,RU,18.76,58,44,17.81,04/01/2018,09:43:03
Ananas,19.25,-71.96,HT,67.09,97,92,3.6,04/01/2018,09:43:04
Sisophon,13.59,102.97,KH,82.66,100,36,6.85,04/01/2018,09:43:04
Kodinsk,58.6,99.18,RU,22.81,39,12,10.31,04/01/2018,09:42:56
Shingu,33.72,135.99,JP,68,64,20,10.29,04/01/2018,09:00:00
Wer,27,77.17,IN,95.08,35,0,6.96,04/01/2018,09:42:57
Talaya,55.79,84.89,RU,23.71,91,68,13.22,04/01/2018,09:43:06
Port Lincoln,-34.72,135.86,AU,66.64,84,8,9.42,04/01/2018,09:43:06
Kuala Terengganu,5.33,103.14,MY,86,74,75,5.82,04/01/2018,09:00:00
Flinders,-34.58,150.85,AU,84.2,30,0,9.17,04/01/2018,09:00:00
Bambanglipuro,-7.95,110.28,ID,82.12,100,12,3.38,04/01/2018,09:42:59
Khandyga,62.65,135.58,RU,36.94,51,8,4.5,04/01/2018,09:43:08
Abu Kamal,34.45,40.92,SY,70.24,25,0,4.61,04/01/2018,09:43:08
Manokwari,-0.87,134.08,ID,85.18,94,12,14.67,04/01/2018,09:41:03
Serabu,7.79,-12.05,SL,73.57,99,32,3.27,04/01/2018,09:43:09
Machilipatnam,16.18,81.14,IN,89.6,59,40,11.41,04/01/2018,09:30:00
Aksu,52.04,76.93,KZ,26.6,73,75,8.95,04/01/2018,09:00:00
Pulivendla,14.42,78.23,IN,86,74,40,6.93,04/01/2018,08:30:00
Kungurtug,50.6,97.53,RU,9.67,44,20,4.72,04/01/2018,09:43:11
Soanierana Ivongo,-16.92,49.59,MG,76.63,100,92,13.44,04/01/2018,09:43:04
Tawang,27.59,91.87,BT,53.5,31,24,1.59,04/01/2018,09:43:12
Socorro,13.06,121.41,PH,78.52,96,36,3.15,04/01/2018,09:43:13
Port Hawkesbury,45.62,-61.36,CA,39.2,80,90,11.41,04/01/2018,09:03:00
Caravelas,-17.73,-39.27,BR,80.41,100,64,8.97,04/01/2018,09:43:06
Inongo,-1.93,18.29,CD,72.04,100,92,4.5,04/01/2018,09:43:06
Alice Springs,-23.7,133.88,AU,93.2,13,0,17.22,04/01/2018,09:33:00
Dinard,48.63,-2.06,FR,48.2,76,0,17.22,04/01/2018,09:30:00
Poroshkovo,48.67,22.75,UA,37.4,93,75,4.94,04/01/2018,09:00:00
Bandarbeyla,9.49,50.81,SO,81.13,100,92,3.49,04/01/2018,09:43:16
Dondo,-19.62,34.74,MZ,75.2,88,40,6.62,04/01/2018,09:00:00
Petropavlovsk-Kamchatskiy,53.05,158.65,RU,32,74,40,6.71,04/01/2018,09:00:00
Port Hueneme,34.15,-119.2,US,57.2,82,90,3.36,04/01/2018,08:58:00
Oro Valley,32.39,-110.97,US,71.6,14,1,3.36,04/01/2018,08:58:00
Sibi,29.55,67.88,PK,76.27,82,24,5.73,04/01/2018,09:43:10
Qarqin,37.41,66.03,AF,60.43,47,8,4.61,04/01/2018,09:43:18
Yerbogachen,61.28,108.01,RU,12.1,42,48,10.76,04/01/2018,09:43:10
Half Moon Bay,37.46,-122.43,US,62.6,81,75,17.22,04/01/2018,09:00:00
Salinopolis,-0.61,-47.36,BR,75.64,100,88,2.37,04/01/2018,09:43:11
Iranshahr,27.21,60.69,IR,78.8,21,0,6.93,04/01/2018,09:00:00
Diamantino,-14.4,-56.44,BR,70.06,98,48,2.82,04/01/2018,09:43:12
Eureka,40.8,-124.16,US,51.8,81,90,9.17,04/01/2018,08:55:00
Aksarka,66.56,67.8,RU,-4.1,79,0,3.94,04/01/2018,09:43:21
Saint-Georges,46.12,-70.67,CA,20.29,55,0,5.73,04/01/2018,09:30:12
Buraydah,26.33,43.97,SA,62.6,93,75,11.41,04/01/2018,09:00:00
Meulaboh,4.14,96.13,ID,84.64,100,0,5.17,04/01/2018,09:43:14
Vao,59.1,26.19,EE,33.16,94,92,12.66,04/01/2018,09:43:14
Quelimane,-17.88,36.89,MZ,78.7,88,0,4.94,04/01/2018,09:43:23
Turukhansk,65.8,87.96,RU,4.63,86,64,14.67,04/01/2018,09:43:23
Narasannapeta,18.42,84.04,IN,89.77,58,0,4.27,04/01/2018,09:43:16
Kyshtovka,56.56,76.62,RU,23.71,94,80,12.44,04/01/2018,09:43:16
Redlands,34.06,-117.19,US,62.6,59,90,5.82,04/01/2018,08:58:00
Quimper,48,-4.1,FR,50,93,100,8.05,04/01/2018,09:30:00
Taua,8.79,-12.72,SL,80.6,83,40,6.93,04/01/2018,09:00:00
Arlit,18.74,7.39,NE,62.41,37,0,2.71,04/01/2018,09:43:18
Campoverde,41.54,12.73,IT,48.2,75,0,6.93,04/01/2018,09:20:00
Laguna,27.52,-110.01,MX,62.41,60,0,2.37,04/01/2018,09:43:19
Sao Geraldo Do Araguaia,-6.4,-48.55,BR,71.14,99,48,3.6,04/01/2018,09:43:19
Balkhash,46.84,74.98,KZ,31.72,100,0,6.96,04/01/2018,09:43:19
Vilyuysk,63.75,121.63,RU,25.42,55,20,3.6,04/01/2018,09:43:20
San Pedro,-33.68,-59.66,AR,66.55,86,68,10.76,04/01/2018,09:43:22
Kharovsk,59.95,40.21,RU,28.3,95,80,19.04,04/01/2018,09:43:22
Ballarat,-37.56,143.86,AU,61.78,76,92,13.22,04/01/2018,09:43:23
Palmer,-34.85,139.16,AU,69.8,49,0,19.46,04/01/2018,09:30:00
Spas-Demensk,54.41,34.03,RU,39.73,93,92,16.46,04/01/2018,09:43:32
Biysk,52.54,85.21,RU,25.06,100,0,7.4,04/01/2018,09:43:24
Burghausen,48.17,12.83,DE,35.6,93,20,4.7,04/01/2018,09:20:00
Seminole,32.72,-102.64,US,50,61,1,10.29,04/01/2018,09:15:00
Sinop,42.03,35.15,TR,55.4,62,0,24.16,04/01/2018,08:50:00
Seydi,13.34,7.75,NE,65.29,33,0,6.4,04/01/2018,09:43:26
Bielsk Podlaski,52.77,23.19,PL,35.59,96,92,29.33,04/01/2018,09:43:26
Aginskoye,51.11,114.54,RU,28.66,28,0,18.92,04/01/2018,09:43:26
Ahipara,-35.17,173.16,NZ,67.99,76,0,7.18,04/01/2018,09:43:27
Paita,-5.09,-81.11,PE,68.62,86,36,1.92,04/01/2018,09:43:27
Saint-Francois,46.42,3.91,FR,35.6,82,0,3.36,04/01/2018,09:30:00
Freeport,26.54,-78.7,BS,72.49,100,88,11.77,04/01/2018,09:43:36
Kyzyl-Suu,42.34,78,KG,37.21,100,48,5.84,04/01/2018,09:43:37
Birao,10.3,22.78,CF,78.07,40,0,3.71,04/01/2018,09:43:29
Nouakchott,18.08,-15.98,MR,66.1,96,0,19.48,04/01/2018,09:40:13
Ardesen,41.19,40.99,TR,64.4,36,0,27.51,04/01/2018,09:00:00
San Cristobal,-0.39,-78.55,EC,55.4,87,75,5.82,04/01/2018,09:00:00
Nabire,-3.36,135.5,ID,77.08,87,64,0.69,04/01/2018,09:43:31
Moose Factory,51.26,-80.61,CA,15.8,85,90,2.24,04/01/2018,09:00:00
Norman Wells,65.28,-126.83,CA,19.4,85,90,24.16,04/01/2018,09:00:00
Tsagan Aman,47.57,46.72,RU,44.77,83,0,20.04,04/01/2018,09:43:32
Collie,-33.36,116.15,AU,80.41,42,0,14.23,04/01/2018,09:43:33
La Libertad,-16.38,-71.56,PE,48.2,81,0,4.05,04/01/2018,09:00:00
Ziarat,30.38,67.73,PK,71.32,26,80,3.71,04/01/2018,09:43:34
Saint-Augustin,44.83,-0.61,FR,51.8,62,0,9.17,04/01/2018,09:30:00
Obigarm,38.72,69.71,TJ,38.29,93,24,1.25,04/01/2018,09:43:34
Nieuw Amsterdam,5.88,-55.08,SR,75.2,94,75,1.12,04/01/2018,09:00:00
Ucluelet,48.94,-125.55,CA,30.1,85,20,2.15,04/01/2018,09:43:44
Vitim,59.44,112.57,RU,18.76,49,44,9.64,04/01/2018,09:43:44
Hit,33.64,42.83,IQ,74.83,27,0,6.06,04/01/2018,09:43:37
Sibolga,1.74,98.78,ID,77.62,91,12,0.69,04/01/2018,09:43:37
Monywa,22.12,95.13,MM,88.06,64,48,4.27,04/01/2018,09:43:45
Obo,5.39,26.49,CF,75.28,82,0,4.72,04/01/2018,09:43:46
Saldanha,41.42,-6.55,PT,48.46,84,88,8.41,04/01/2018,09:43:47
Sur,22.57,59.53,OM,83.29,78,0,3.38,04/01/2018,09:43:47
Fukue,35.03,136.69,JP,66.2,63,8,5.82,04/01/2018,09:00:00
Faya,18.39,42.45,SA,62.6,39,5,6.62,04/01/2018,09:00:00
Launceston,-41.43,147.14,AU,64.4,45,90,14.99,04/01/2018,09:30:00
Atagay,55.1,99.39,RU,25.87,50,44,8.63,04/01/2018,09:43:49
Cayenne,4.94,-52.33,GF,77,94,92,2.24,04/01/2018,09:00:00
Vaitape,-16.52,-151.75,PF,79.96,100,100,12.77,04/01/2018,09:43:42
Tiznit,29.7,-9.73,MA,56.29,100,88,2.93,04/01/2018,09:43:42
Khonsa,26.99,95.51,IN,85.81,32,0,2.93,04/01/2018,09:43:51
Penzance,50.12,-5.53,GB,48.2,100,92,18.34,04/01/2018,08:50:00
Villamontes,-21.26,-63.47,BO,62.23,99,92,2.59,04/01/2018,09:43:52
Tara,33,130.15,JP,77,60,40,5.82,04/01/2018,09:20:00
Bam,29.11,58.36,IR,81.04,15,0,3.83,04/01/2018,09:43:54
Chara,39.42,22.43,GR,46.4,65,0,3.36,04/01/2018,09:20:00
Campbell River,50.02,-125.24,CA,41,64,40,9.17,04/01/2018,09:00:00
Masvingo,-20.08,30.83,ZW,63.31,82,12,4.72,04/01/2018,09:43:55
Bubaque,11.28,-15.83,GW,75.2,78,0,4.7,04/01/2018,09:00:00
Poum,41.28,20.71,MK,35.68,92,32,2.37,04/01/2018,09:43:47
Mecca,21.43,39.83,SA,78.8,65,0,3.71,04/01/2018,09:00:00
Emerald,-23.53,148.16,AU,85.09,57,64,16.24,04/01/2018,09:43:48
Acapulco,16.86,-99.88,MX,77,88,5,3.36,04/01/2018,08:47:00
Stepnyak,52.83,70.79,KZ,25.24,93,80,14.67,04/01/2018,09:43:57
La Palma,5.36,-74.39,CO,65.83,100,92,1.59,04/01/2018,09:40:33
Stuttgart,48.78,9.18,DE,32,90,0,2.24,04/01/2018,09:20:00
Camapua,-19.53,-54.04,BR,67.54,97,80,3.04,04/01/2018,09:43:58
Santana Do Livramento,-30.89,-55.53,BR,65.56,95,12,8.86,04/01/2018,09:43:59
Kaili,-3.46,120.21,ID,81.58,62,48,4.61,04/01/2018,09:43:51
Karla,59.37,24.93,EE,32,96,90,14.99,04/01/2018,09:20:00
Aksarayskiy,46.79,48.01,RU,41,86,40,15.66,04/01/2018,09:00:00
Ewa Beach,21.32,-158.01,US,78.8,69,1,5.82,04/01/2018,08:57:00
Cuiluan,47.72,128.65,CN,46.75,54,24,8.75,04/01/2018,09:43:53
Show Low,34.25,-110.03,US,53.6,21,1,9.17,04/01/2018,08:55:00
Richards Bay,-28.77,32.06,ZA,72.31,94,44,4.27,04/01/2018,09:43:53
Chengde,40.97,117.93,CN,79.69,26,24,8.41,04/01/2018,09:44:02
San Carlos Del Zulia,9,-71.91,VE,72.76,100,92,3.15,04/01/2018,09:44:02
Praia Da Vitoria,38.73,-27.07,PT,60.8,93,75,26.31,04/01/2018,09:00:00
Daru,7.99,-10.85,SL,70.51,99,92,2.59,04/01/2018,09:43:55
Xian,42.76,-8.49,ES,51.8,100,75,12.75,04/01/2018,09:30:00
Sunrise Manor,36.21,-115.07,US,77,12,1,14.99,04/01/2018,09:15:00
Sao Caetano De Odivelas,-0.75,-48.02,BR,76.54,100,80,2.82,04/01/2018,09:44:04
Taldan,53.69,124.82,RU,26.77,35,68,15.79,04/01/2018,09:43:57
Kieta,-6.22,155.63,PG,83.29,92,48,10.42,04/01/2018,09:43:57
Kuna,43.49,-116.42,US,57.2,62,90,5.82,04/01/2018,09:15:00
Hearst,49.69,-83.67,CA,13,64,0,7.29,04/01/2018,09:44:06
Kununurra,-15.77,128.74,AU,102.2,27,40,13.87,04/01/2018,09:30:00
Vicosa,-20.75,-42.88,BR,64.48,85,12,4.72,04/01/2018,09:43:58
Makarov,48.62,142.78,RU,40.36,74,36,12.66,04/01/2018,09:44:07
Kaitangata,-46.28,169.85,NZ,67,52,64,13.44,04/01/2018,09:41:06
Shubarshi,48.59,57.19,KZ,36.67,80,0,8.97,04/01/2018,09:44:00
Poronaysk,49.22,143.1,RU,42.97,74,44,11.21,04/01/2018,09:44:00
Grand-Lahou,5.24,-5,CI,77.44,93,24,6.4,04/01/2018,09:44:00
East London,-33.02,27.91,ZA,69.8,88,0,9.17,04/01/2018,09:00:00
Naze,5.43,7.07,NG,74.74,95,56,5.5,04/01/2018,09:44:01
Viedma,-40.81,-62.99,AR,55.03,93,0,10.98,04/01/2018,09:44:01
Bosobolo,4.19,19.88,CD,72.49,92,12,7.52,04/01/2018,09:44:10
Tura,25.52,90.21,IN,84.73,59,0,3.71,04/01/2018,09:44:02
Luau,-10.7,22.23,CD,66.19,94,32,4.5,04/01/2018,09:44:03
Drezdenko,52.84,15.83,PL,33.34,95,44,18.37,04/01/2018,09:44:11
Srandakan,-7.94,110.25,ID,82.12,100,12,3.38,04/01/2018,09:44:12
Santa Isabel Do Rio Negro,-0.41,-65.02,BR,75.91,97,76,3.15,04/01/2018,09:44:12
Talara,-4.58,-81.27,PE,68.62,86,36,1.92,04/01/2018,09:44:05
Sechura,-5.56,-80.82,PE,70.6,84,44,6.73,04/01/2018,09:44:05
Moussoro,13.64,16.49,TD,72.13,18,0,11.65,04/01/2018,09:44:14
Ulladulla,-35.36,150.48,AU,84.2,30,0,9.17,04/01/2018,09:00:00
Pokhara,28.21,83.99,NP,69.79,56,0,2.59,04/01/2018,09:44:06
Angoram,-4.06,144.07,PG,80.32,94,48,3.71,04/01/2018,09:44:15
Mayor Pablo Lagerenza,-19.93,-60.77,PY,68.26,97,68,6.73,04/01/2018,09:44:07
Trairi,-3.28,-39.27,BR,81.76,100,88,9.86,04/01/2018,09:44:08
Cloquet,46.72,-92.46,US,24.8,41,1,9.17,04/01/2018,09:16:00
Newport,51.59,-3,GB,44.6,100,90,10.29,04/01/2018,09:20:00
Narok,-1.09,35.87,KE,63.13,91,68,7.07,04/01/2018,09:44:17
Harper,30.3,-99.24,US,69.8,77,1,6.93,04/01/2018,09:15:00
Batu,-7.87,112.53,ID,76.99,88,48,2.37,04/01/2018,09:44:10
Tanete,-3.94,119.78,ID,84.37,78,76,10.65,04/01/2018,09:44:11
Tilichiki,60.47,166.1,RU,32.71,91,76,15.35,04/01/2018,09:44:11
Qarayeri,40.79,46.31,AZ,48.2,76,90,2.24,04/01/2018,09:00:00
Mbandaka,0.05,18.26,CD,70.51,100,92,2.82,04/01/2018,09:44:20
Itaocara,-21.67,-42.08,BR,67.54,96,12,2.59,04/01/2018,09:44:21
Penarroya-Pueblonuevo,38.3,-5.27,ES,46.4,87,0,7.4,04/01/2018,09:30:00
Moyale,3.52,39.05,ET,73.39,84,92,4.38,04/01/2018,09:44:21
Kropotkin,45.43,40.58,RU,49.45,92,32,8.86,04/01/2018,09:44:22
Huesca,42.14,-0.41,ES,46.4,61,20,10.29,04/01/2018,09:30:00
Kirovskiy,45.09,133.51,RU,61.15,57,0,8.75,04/01/2018,09:44:23
Ossora,59.24,163.07,RU,31.81,100,92,18.14,04/01/2018,09:44:15
Pishin,30.58,67,PK,72.4,41,68,3.71,04/01/2018,09:44:23
Huntsville,34.73,-86.59,US,64.4,45,1,5.82,04/01/2018,09:35:00
Prince Rupert,54.32,-130.32,CA,39.2,60,1,4.7,04/01/2018,09:00:00
Novaya Igirma,57.14,103.93,RU,23.26,45,8,11.65,04/01/2018,09:44:17
Sobolevo,54.43,31.9,RU,41.44,93,88,22.95,04/01/2018,09:44:26
Dwarka,28.58,77.04,IN,86,40,0,10.29,04/01/2018,09:00:00
Taurage,55.25,22.29,LT,38.74,100,92,16.69,04/01/2018,09:44:27
Baisha,19.23,109.45,CN,85.27,48,36,2.59,04/01/2018,09:44:27
Vostok,46.45,135.83,RU,50.89,67,44,7.4,04/01/2018,09:44:20
Honolulu,21.3,-157.86,US,78.8,69,75,5.82,04/01/2018,08:57:00
Qinggang,28.25,121.28,CN,70.6,68,56,9.64,04/01/2018,09:44:20
Dogondoutchi,13.64,4.03,NE,70.51,25,0,8.41,04/01/2018,09:44:21
Hailar,49.2,119.7,CN,33.34,35,0,19.6,04/01/2018,09:44:29
Loandjili,-4.77,11.87,CG,73.39,100,92,3.6,04/01/2018,09:44:22
San Jeronimo,-13.65,-73.37,PE,33.43,94,0,1.7,04/01/2018,09:44:22
Mount Isa,-20.73,139.49,AU,96.8,28,40,13.87,04/01/2018,09:00:00
Weligama,5.97,80.42,LK,86.17,87,32,7.74,04/01/2018,09:44:23
Solnechnyy,50.72,136.64,RU,42.79,98,92,10.42,04/01/2018,09:44:23
Yinchuan,38.48,106.21,CN,83.83,14,0,6.4,04/01/2018,09:44:23
Ous,60.91,61.52,RU,32.8,65,8,4.38,04/01/2018,09:44:23
Zeya,53.74,127.27,RU,24.88,43,68,11.21,04/01/2018,09:44:24
Ballina,54.11,-9.15,IE,38.29,100,92,23.73,04/01/2018,09:44:24
Hastings,-39.64,176.84,NZ,68.17,80,0,3.71,04/01/2018,09:43:38
Butembo,0.12,29.29,CD,67.99,92,20,1.81,04/01/2018,09:44:25
Erzurum,39.91,41.27,TR,32,50,0,2.24,04/01/2018,09:20:00
Jumla,29.28,82.18,NP,44.41,61,0,1.36,04/01/2018,09:44:26
Mogadishu,2.04,45.34,SO,82.21,100,88,6.17,04/01/2018,09:43:29
Malkangiri,18.35,81.9,IN,89.23,46,0,6.51,04/01/2018,09:44:26
Oswego,37.17,-95.11,US,30.2,92,90,6.93,04/01/2018,09:15:00
Ust-Kut,56.78,105.75,RU,20.65,45,24,9.75,04/01/2018,09:44:27
Tongliao,43.61,122.27,CN,58.54,39,32,15.23,04/01/2018,09:44:36
Spassk-Ryazanskiy,54.41,40.38,RU,36.85,95,80,16.8,04/01/2018,09:44:28
Hutang,29.22,119.85,CN,80.86,56,88,4.05,04/01/2018,09:44:37
Storforshei,66.4,14.52,NO,7.6,69,0,2.04,04/01/2018,09:44:29
Kamra,33.86,72.39,PK,77,57,88,4.7,04/01/2018,09:00:00
Churapcha,62,132.43,RU,30.01,65,92,7.85,04/01/2018,09:44:30
Kamaishi,39.28,141.86,JP,60.8,55,20,3.36,04/01/2018,09:00:00
Kumluca,36.37,30.29,TR,47.11,60,0,1.7,04/01/2018,09:44:39
Maxixe,-23.86,35.35,MZ,68,94,20,6.96,04/01/2018,09:00:00
Leku,6.87,38.44,ET,65.02,81,12,3.6,04/01/2018,09:44:40
Changji,32.07,116.17,CN,76.99,86,12,4.16,04/01/2018,09:44:32
Pak Phanang,8.35,100.2,TH,86,74,75,7.4,04/01/2018,09:00:00
Caluquembe,-13.78,14.68,AO,62.59,93,48,3.71,04/01/2018,09:44:33
Sao Felix Do Xingu,-6.64,-51.99,BR,71.68,100,0,1.81,04/01/2018,09:44:33
Shache,38.42,77.24,CN,75.55,28,12,9.75,04/01/2018,09:44:33
Kuchera,26.99,73.97,IN,96.7,26,0,4.61,04/01/2018,09:44:34
Tari,12.41,4.49,NG,67.81,36,0,6.62,04/01/2018,09:44:42
Murindo,6.98,-76.75,CO,72.13,95,56,4.38,04/01/2018,09:44:43
Neuquen,-38.95,-68.06,AR,60.8,82,0,2.24,04/01/2018,09:00:00
Zyryanovsk,49.74,84.27,KZ,28.57,43,0,2.82,04/01/2018,09:42:18
Kabinda,-6.14,24.49,CD,74.11,93,48,4.61,04/01/2018,09:44:44
Doaba,33.42,70.74,PK,70.24,74,24,2.26,04/01/2018,09:44:37
Vanimo,-2.67,141.3,PG,79.96,100,64,8.52,04/01/2018,09:44:37
Roma,41.89,12.48,IT,48.2,75,0,6.93,04/01/2018,09:20:00
Ikryanoye,46.1,47.74,RU,41,86,40,15.66,04/01/2018,09:00:00
San Patricio,-26.98,-56.83,PY,64.39,97,12,2.59,04/01/2018,09:44:38
Kenitra,34.26,-6.57,MA,53.6,93,64,4.7,04/01/2018,09:00:00
Almaznyy,48.03,40.04,RU,42.97,90,68,16.46,04/01/2018,09:44:39
Pangnirtung,66.15,-65.72,CA,30.01,77,68,14.56,04/01/2018,09:44:39
San Antonio,-33.58,-71.61,CL,53.6,93,90,4.7,04/01/2018,09:00:00
Sao Jose Da Coroa Grande,-8.9,-35.15,BR,73.12,100,88,1.92,04/01/2018,09:44:48
Yaan,7.38,8.57,NG,76.99,86,76,11.1,04/01/2018,09:44:49
Waitati,-45.75,170.57,NZ,66.19,48,44,13.44,04/01/2018,09:44:41
Iquitos,-3.75,-73.25,PE,77,94,40,3.36,04/01/2018,09:00:00
Muravlenko,63.79,74.5,RU,19.21,95,80,7.85,04/01/2018,09:44:41
Woodbury,44.92,-92.96,US,26.6,67,1,2.59,04/01/2018,09:15:00
Novikovo,45.05,34.56,UA,50.53,97,92,6.96,04/01/2018,09:44:50
Cerano,45.41,8.78,IT,41,51,0,2.24,04/01/2018,09:20:00
Rapid City,44.08,-103.23,US,35.6,86,1,5.82,04/01/2018,09:35:00
Goderich,43.74,-81.71,CA,26.5,79,0,13.44,04/01/2018,09:44:52
Hirado,33.32,129.49,JP,73.4,56,40,6.93,04/01/2018,09:00:00
Sambava,-14.27,50.17,MG,81.4,100,24,9.98,04/01/2018,09:44:45
Kralendijk,12.15,-68.27,BQ,78.8,78,80,10.29,04/01/2018,08:55:00
Bom Jesus Do Itabapoana,-21.13,-41.68,BR,64.39,93,8,3.6,04/01/2018,09:44:46
Lubao,14.94,120.6,PH,89.6,52,75,18.34,04/01/2018,09:00:00
Daokou,35.61,105.12,CN,75.64,19,0,6.62,04/01/2018,09:44:55
North Platte,41.12,-100.77,US,23,79,1,10.29,04/01/2018,08:53:00
Mahibadhoo,3.78,72.97,MV,85.45,99,80,4.38,04/01/2018,09:44:47
Manhattan,39.18,-96.57,US,26.6,73,75,7.18,04/01/2018,08:56:00
Baruun-Urt,46.68,113.28,MN,27.94,42,88,10.42,04/01/2018,09:44:48
Port Moresby,-9.47,147.16,PG,91.4,59,40,13.87,04/01/2018,09:00:00
Nago,45.88,10.89,IT,44.6,64,0,3.36,04/01/2018,09:20:00
Lasa,34.92,32.53,CY,53.6,76,0,8.05,04/01/2018,09:30:00
Athabasca,54.72,-113.29,CA,1.03,57,0,4.38,04/01/2018,09:44:58
Seoul,37.57,126.98,KR,73.4,46,75,12.75,04/01/2018,09:00:00
Kailua,21.39,-157.74,US,78.8,78,1,5.82,04/01/2018,08:57:00
Atasu,48.68,71.64,KZ,38.2,62,64,11.65,04/01/2018,09:42:44
Xinmin,42,122.83,CN,66.2,52,90,11.18,04/01/2018,09:00:00
Rokupr,9.01,-12.95,SL,80.6,83,40,6.93,04/01/2018,09:00:00
Ongandjera,-17.88,15.07,NA,67.63,89,64,6.17,04/01/2018,09:44:52
Kouqian,43.66,126.5,CN,60.7,70,92,13,04/01/2018,09:45:01
Parabel,58.71,81.5,RU,21.82,82,80,7.63,04/01/2018,09:44:53
Praia,-20.25,-43.81,BR,69.8,77,0,6.93,04/01/2018,09:00:00
Aketi,2.74,23.78,CD,73.03,95,36,2.93,04/01/2018,09:44:54
Albox,37.39,-2.15,ES,57.2,59,0,2.24,04/01/2018,09:30:00
Kupang,-10.16,123.6,ID,83.83,97,32,4.38,04/01/2018,09:45:03
Honiara,-9.43,159.96,SB,86,79,75,9.17,04/01/2018,09:00:00
Abu Zabad,12.35,29.25,SD,76.99,15,0,10.76,04/01/2018,09:44:55
Axim,4.87,-2.24,GH,81.22,100,24,13.22,04/01/2018,09:45:04
Alepe,5.5,-3.66,CI,80.6,78,20,2.24,04/01/2018,09:00:00
Rundu,-17.91,19.77,NA,68.71,74,8,9.42,04/01/2018,09:44:57
Woodward,36.43,-99.39,US,32,66,90,4.7,04/01/2018,09:15:00
Jawhar,19.91,73.23,IN,95.89,36,0,4.61,04/01/2018,09:44:57
Filingue,14.35,3.32,NE,66.91,44,0,4.16,04/01/2018,09:44:58
Nalut,31.86,10.98,LY,56.65,53,20,5.95,04/01/2018,09:44:58
Gambo,11.96,9.63,NG,69.16,40,0,7.4,04/01/2018,09:45:07
Havre-Saint-Pierre,50.23,-63.6,CA,24.8,92,90,10.29,04/01/2018,09:00:00
Nuuk,64.17,-51.74,GL,20.2,100,12,4.5,04/01/2018,09:44:59
Ayan,40.67,33.6,TR,44.5,75,92,7.63,04/01/2018,09:45:08
Kothen,50.37,9.77,DE,36.04,98,64,4.16,04/01/2018,09:45:00
Kruisfontein,-34,24.73,ZA,66.19,92,8,3.04,04/01/2018,09:45:01
Vieksniai,56.23,22.52,LT,32,100,90,6.93,04/01/2018,09:20:00
Coruripe,-10.12,-36.18,BR,80.41,96,88,8.75,04/01/2018,09:45:10
